Joueur;Poste;Cote;Var cote;Cote prédite;Enchère moy;% achat;% achat tour 1;Q2 Toutes tailles;Q3 Toutes tailles;Q2 à 6 joueurs;Q3 à 6 joueurs;Q2 à 8 joueurs;Q3 à 8 joueurs;Q2 à 10 joueurs;Q3 à 10 joueurs;Note;Note série;Note 1 an;Note M11;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;j18;j17;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Tirs;Tirs cadrés;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;Poss Def;Poss Mil;Centres;Centres ratés;Dégagements;But concédé;Ballon perdu;Passe>Tir;Passe perfo;Dépossédé;Plonge&stop;Nb matchs gagnés;Erreur>But;Diff de buts;Grosse occas manquée;Balle non rattrapée;Bonus moy;Malus moy;Index MPGStats;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Ochoa Guillermo;G;7;-10;;17;23,81;9,52;17;17;17;18;17;17;20;20;5,14;0;5,42;431,82;11;0;31;1,36;0;1,39;0;0;0;1;0;1;990;0;2790;90;0;90;;;;1000;0;0;0;0;7;6;6;0;4;3;6;5,5;3;5;6,5;4,5;4;0;5,5;6,5;4;4;7,5;6;6;8;6;4;5,5;6,5;7;0;0;4;5,5;4,5;3;7;;;;;;;0;0;;;;;;;;24;15;;;;;;19;;;;;30;-7;;-16;;;117,91;-92,73;-19,26;6,25;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Suslov Tomás;MO;10;2;;;;;10;10;;;13;13;10;10;5,14;5,4;5,14;493;11;5;11;0,74;0,96;0,74;0;0;0;0,64;1;0,64;622;367;622;56,55;73,4;56,55;;;;1000;5;5,5;7;5;4,5;0;5;0;4;5,5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;2;2;13;5;2;0,8026;300;1;8;45,65;16;;;13;17;12;8;2;10;76;10;10;12;;-6;;-6;1;18;107,95;-79,86;-4,04;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Blin Alexis;MD;10;-1;;;;;10;10;14;14;;;10;10;5,13;5,2;5,31;412,83;12;5;34;0,38;0,57;0,66;0;0;1;0,33;0,4;0,71;477;239;2169;39,75;47,8;63,79;;2169;7,5;1000;5;4,5;5;6;5,5;0;0;0;0;5;5,5;5;5;5;5;5;5,5;5,5;6;5;5,5;5;6;4;4,5;0;5;5;4,5;5,5;5;7,5;6;4,5;5,5;5,5;5,5;6,5;;;;;2;1;4;0;;0,8029;264;8;6;37,88;7;;;14;20;5;4;12;7;45;2;2;4;;2;;;2;2;70,25;-54,37;-1,79;5,5;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Racic Uros;MD;9;-1;;;;;10;10;;;;;10;10;5,13;0;5,13;430,75;8;0;8;0,52;0;0,52;0;0;0;0,38;0;0,38;341;0;341;42,63;0;42,63;;;;1000;0;5,5;5,5;0;0;5;5,5;4;5,5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;9;4;4;0,8803;194;3;3;50;3;;;7;14;;;12;6;26;1;1;3;;-4;;-5;1;4;76,88;-49;-2,43;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Hateboer Hans;DL;9;2;;9;42,86;23,81;9;9;9;9;9;9;9;9;5,13;5;5,23;521,88;8;1;13;0,58;0;0,75;0;0;0;0,38;0;0,62;338;14;692;42,25;14;53,23;;;;1000;5;0;5;5;4,5;5;6,5;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,5;4,5;6,5;4,5;0;5;1;;;;1;2;6;2;;0,8465;232;2;2;44,44;3;;;11;7;15;6;6;5;37;12;12;3;;1;;4;;4;88,5;-75,12;-6,86;5;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Scalvini Giorgio;DC;12;1;;15;71,43;38,1;14;18;22;22;12;16;16;17;5,13;4,88;4,92;473,47;15;4;36;1,01;1,44;0,91;0;0;1;0,93;1;0,97;1174;360;2872;78,27;90;79,78;;2872;6;1000;6,5;5;3;5;0;4,5;5,5;5,5;4;5,5;5;5,5;5;7;4;6;5;4,5;4,5;3,5;4;5;6;6;4,5;4;5,5;5,5;4;0;3,5;0;4;4,5;6;5;6;5;4,5;;;;1;1;10;7;5;0,7939;908;30;20;62,59;22;;;49;37;3;2;35;16;147;5;5;5;;2;;9;1;9;180,73;-164,67;-15,68;4,5;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Gallo Antonino;DL;10;1;;10;9,52;4,76;10;10;10;10;10;10;10;10;5,12;5,25;5,06;431,38;13;2;33;0,87;0,35;0,73;0;0;0;0,69;0,5;0,82;763;135;2334;58,69;67,5;70,73;;;;1000;5;5,5;0;4,5;0;4,5;5;5;7;4;0;5,5;4,5;6;4;6;5,5;5;5;4,5;5;0;6;4;5;3,5;5;4,5;4,5;0;5;5,5;6;6;0;5;5;5,5;4;;;;2;2;2;0;3;0,7326;539;5;12;55;3;;;24;17;40;28;12;10;122;18;18;5;;1;;-1;;8;124,46;-115,46;-11,49;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Marí Pablo;DC;9;-2;;;28,57;;12;14;12;14;14;14;11;11;5,12;0;4,99;440,38;13;0;35;0,94;0;0,95;0;0;0;0,85;0;0,89;897;0;2676;69;0;76,46;;;;1000;0;0;4,5;5;0;6;4,5;6;6;6;5;6;5;3;5,5;4;3;5,5;4,5;0;5;6;6;4,5;6;4,5;4;5,5;5;6;3;5;5,5;4,5;6;5;5;3;4;;;;;1;4;1;1;0,9293;662;11;12;53,33;14;;;22;12;1;1;34;8;46;2;2;;;;;1;;4;96,81;-88,92;-6,32;5;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Guendouzi Mattéo;MD;10;-2;;15;57,14;28,57;14;16;;;16;16;12;12;5,11;5,11;5,26;496,14;14;14;35;0,4;0,4;0,55;0;0;1;0,79;0,79;0,69;898;898;1970;64,14;64,14;56,29;;1970;6;1000;5,5;5;5;5;6;5;5;5,5;5,5;4,5;5;5;5;4,5;0;0;5,5;4,5;0;5;5,5;6,5;0;0;5;6;6;4,5;5,5;5;5;5;5;5,5;5;6,5;6,5;5;3,5;;;;;1;11;5;7;0,8431;510;7;4;41,43;8;;;14;13;13;11;8;10;87;6;6;8;;1;;;;8;77,04;-57,25;-3,31;0;Lazio;Empoli;ven. 22/12 18:30;52,08333333;0,58021;0,57897;0,60061
Llorente Diego;DC;10;-1;;12;71,43;19,05;11;12;11;11;13;14;10;10;5,11;5,19;5,06;453,64;14;8;24;0,66;0,65;0,65;0;0;0;0,93;0,88;0,75;1049;620;1640;74,93;77,5;68,33;;;;1000;4;5;5;6;6;5;5,5;5;0;0;5;5;6;4,5;4;5,5;5,5;4,5;5;0;0;0;0;3,5;5;5,5;6;5;0;0;0;0;0;5;0;0;0;5;1,5;;;;1;1;1;1;1;0,9093;842;9;13;64,44;6;;;27;21;4;4;36;14;71;1;1;;;;;4;;6;109,86;-95,21;-8,67;0;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Jankto Jakub;MO;11;1;;;;;11;11;11;11;11;11;11;11;5,11;5;5,11;402,67;9;1;9;0,65;0;0,65;0;0;0;0,67;1;0,67;471;45;471;52,33;45;52,33;;;;1000;5;0;0;5;5,5;5;4;6,5;0;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;2;1;5;3;2;0,6825;191;4;5;46,88;4;;;6;7;8;8;13;10;48;4;4;2;;-2;;-3;2;4;84,56;-59,44;-4;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Grassi Alberto;MD;9;-2;;11;4,76;4,76;11;11;10;11;11;11;10;10;5,11;5,33;5,13;447,93;14;9;30;1,15;1,06;0,86;0;0;0;0,64;0,67;0,63;883;568;1751;63,07;63,11;58,37;;;;1000;5;5;4,5;4,5;5,5;5;5;8;5,5;0;6;5;2,5;5;0;5;4,5;6,5;5,5;5,5;5;6;5,5;4,5;0;5;5;4,5;5;0;5;5;0;0;0;0;0;5;4,5;;;;1;1;10;5;2;0,8067;566;22;6;56,79;13;;;20;33;3;2;16;16;94;4;4;3;;-5;;-13;;8;131,93;-103,79;-8,43;4,75;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Pobega Tommaso;MD;9;2;;9;9,52;9,52;9;9;9;9;9;9;9;9;5,11;5;5,03;457,44;9;1;19;0,42;0;0,54;0;0;2;0,33;1;0,37;295;24;728;32,78;24;38,32;;364;6;1000;5;0;5;6;5;0;0;0;0;4,5;5;5;0;5;0;5,5;5;5;5;4;0;0;0;0;6;5;0;0;0;0;0;0;4,5;0;4,5;0;4,5;6;1;;;;;;5;4;1;0,7378;180;6;8;53,66;8;;;9;12;;;7;4;38;;;2;;8;;14;;4;68,83;-46,83;-4,9;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Garritano Luca;MO;8;-1;;;;;10;10;14;14;9;9;10;10;5,11;0;5,11;439,67;9;0;9;0,42;0;0,42;0;0;0;0,33;0;0,33;332;0;332;36,89;0;36,89;;;;1000;0;5;0;0;0;0;5;4,5;6;0;5;5;5;5;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;;;;;;10;3;1;0,7189;203;2;2;41,94;3;;;18;7;7;5;3;6;57;4;4;1;;1;;2;2;4;69,44;-54,06;-3,39;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Ciurria Patrick;MO;11;-3;;14;38,1;9,52;14;14;16;20;14;14;14;14;5,1;5,14;5,42;438,33;15;7;38;1,07;0,48;1,17;0;0;6;0,87;0,71;0,95;1116;435;3103;74,4;62,14;81,66;;517;7;1000;5;5;4,5;5;5;6;5,5;0;5,5;7;5;4,5;5;3,5;7;3;3,5;5;8;6;6;5;7;4,5;6,5;5;3,5;5,5;5,5;7;4;5;5,5;4,5;7;6;7;7;5,5;;;;1;5;24;10;6;0,8125;758;6;9;43,21;19;;;21;12;37;26;14;10;125;25;25;4;;1;;;2;14;132,5;-116,35;-9,42;5;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Karlsson Jesper;A;1;-4;;5;9,52;4,76;5;5;5;5;10;10;10;10;5,1;0;5,1;390,6;5;0;5;0,22;0;0,22;0;0;0;0,8;0;0,8;317;0;317;63,4;0;63,4;;;;1000;0;0;0;0;0;0;0;0;0;0;5;5,5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;;;;;;6;5;3;0,753;177;3;3;33,33;2;;;5;4;10;8;1;2;51;4;4;6;;1;;1;1;4;89,24;-62,16;-4,34;0;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Thiaw Malick;DC;14;0;;21;61,9;14,29;18;24;16;16;15;15;24;27;5,09;0;5,17;412,27;11;0;27;1,02;0;0,88;0;0;0;1;0;0,89;927;0;2167;84,27;0;80,26;;;;1000;0;0;0;6;5;5,5;0;3,5;5,5;0;5,5;5;3;5,5;5;6,5;4,5;6;6;0;5;4,5;5,5;5,5;5;5;0;3;5,5;5;6;6;6;5;0;0;0;0;5;;;;;;2;1;1;0,9105;796;8;11;54,88;15;;;23;20;;;31;9;65;2;2;3;;4;;5;;2;130,68;-127;-11,42;5,5;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Prati Matteo;MD;12;3;;;;;12;12;;;;;12;12;5,09;5;5,09;488,18;11;10;11;0,58;0,53;0,58;0;0;0;0,91;0,9;0,91;932;852;932;84,73;85,2;84,73;;;;1000;4,5;5,5;5;5,5;5;5,5;5;5,5;4;4,5;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;;;;;;16;10;3;0,7656;483;10;13;59,26;8;;;21;39;11;7;10;17;103;8;8;3;;-2;;-6;1;10;142,64;-115,82;-11,57;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Zappacosta Davide;DL;11;0;;17;52,38;19,05;16;21;13;15;16;21;13;17;5,08;5;5,16;440,69;13;2;32;0,76;0;1,01;0;0;4;0,92;1;0,88;845;166;2231;65;83;69,72;;558;5,5;1000;5;5;0;5;6;5;0;5,5;3,5;5;0;6;4,5;6;4;5,5;4,5;4;7;5;3,5;5,5;7,5;6;4,5;4,5;5;6;5;0;4;4,5;7,5;0;0;0;4;5,5;4,5;;;;1;2;19;12;7;0,8752;556;1;8;41,94;8;;;22;16;24;16;7;9;79;7;7;7;;1;;8;4;14;124,27;-116,35;-11,72;5;Atalanta;Bologna;sam. 23/12 15:00;36,900369;0,56421;0,5749;0,59342
Kaba Mohamed;MD;11;1;;;;;11;11;;;;;11;11;5,08;5,25;5,46;397,83;12;2;34;0,7;0,35;1;0;0;4;0,58;0;0,85;662;19;2620;55,17;9,5;77,06;;655;7;1000;5,5;5;0;0;5;5,5;0;5,5;5,5;0;3;5,5;5;5,5;5;5;5,5;7;7;5;5,5;4;6;5;6;7;0;0;6;7;6;5;7;3,5;6,5;5;5;6;4;;;;;;4;3;;0,8455;348;8;8;46,39;14;;;18;22;4;4;8;5;86;6;6;13;;2;;3;;26;86,92;-66,83;-2,03;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Kutlu Berkan;MO;8;1;;;;;9;9;;;;;9;9;5,08;0;5,08;490,33;6;0;6;0,58;0;0,58;0;0;0;0;0;0;192;0;192;32;0;32;;;;1000;0;0;5;0;0;0;5,5;0;4,5;4,5;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;4;4;2;0,7996;103;4;3;44;4;;;4;1;10;7;4;4;14;5;5;3;;;;2;;;67,33;-41,5;-2,2;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Magnani Giangiacomo;DC;8;-1;;11;71,43;19,05;12;12;12;13;10;10;11;11;5,07;4,75;5,07;443,43;14;2;34;0,87;0,35;0,93;0;0;0;0,93;0,5;0,88;1128;48;2517;80,57;24;74,03;;;;1000;4,5;5;0;0;6;3;5,5;4;5,5;6;4,5;5,5;5,5;4,5;5,5;6;4;4;0;5,5;5,5;2,5;6;5,5;0;6;5,5;4;5;5,5;4;5;5,5;5;7;6;5;5;2;;;;;;7;3;3;0,7456;579;22;7;56,52;9;;;40;37;8;7;49;15;89;4;4;;;-7;;-10;;6;128,76;-122;-10,09;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Lovric Sandi;MD;11;1;;;;;11;11;14;14;14;14;11;11;5,07;5,07;5,22;406,5;14;7;37;0,43;0,35;0,7;0;0;3;0,5;0,14;0,7;750;228;2330;53,57;32,57;62,97;;777;6;1000;5,5;5,5;5;4,5;5;5;5;0;0;6;5;5;4,5;5,5;5;4,5;5,5;6;5;4,5;6;6;4,5;6,5;3,5;6;5;4,5;7;5,5;6;6;5;5;5;5;4;5,5;2;;;;;3;23;16;7;0,7764;412;4;3;45,45;8;;;16;25;22;15;10;12;82;16;16;10;;-4;;-13;4;16;109,79;-92,36;-8,86;5;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Bellanova Raoul;DL;12;2;;12;23,81;9,52;12;12;12;12;12;12;12;12;5,06;5,06;5,1;449;16;16;25;0,89;0,89;0,85;0;0;0;0,94;0,94;0,72;1269;1269;1649;79,31;79,31;65,96;;;;1000;6;6;6;3;5;5;6;4;4,5;5;4,5;5;6,5;5;4,5;5;5;0;4;5;5;5,5;0;7;0;0;5,5;5;0;0;0;0;0;0;0;4,5;0;0;6;;;;2;1;11;3;12;0,843;808;9;9;52,89;10;;;30;26;68;55;7;13;143;14;14;8;;1;;-2;1;18;155,5;-156,87;-13,33;0;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Machín José;MD;8;2;;;;;8;8;8;12;12;12;8;8;5,06;0;5,07;423,63;8;0;29;0,18;0;0,7;0;0;0;0,25;0;0,38;214;0;1162;26,75;0;40,07;;;;1000;0;5;5;5;0;0;0;5;0;5,5;5;0;0;5;0;5;5;0;0;5;5;5;6;5,5;6;5;3,5;4,5;5;4,5;3,5;5,5;5;4;7;6;5;5,5;;;;;;;3;1;1;0,8174;165;;;61,11;2;;;7;6;;;2;2;32;1;1;1;;-2;;-5;;6;40;-26;-1,23;5,25;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Báez Jaime;MO;7;-2;;;;;9;9;9;10;13;13;9;9;5,06;0;5,06;375,44;9;0;9;0,58;0;0,58;0;0;0;0,67;0;0,67;452;0;452;50,22;0;50,22;;;;1000;0;0;0;0;0;0;5;4,5;0;5;5;4;5,5;5;5,5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;8;4;6;0,7354;249;4;1;46,3;5;;;13;11;10;7;;7;69;7;7;11;;-2;;-3;;8;78,11;-45,48;-1,43;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Pedro Pereira;DL;8;2;;;;;8;8;;;8;8;8;8;5,06;5,33;5,06;400,67;9;3;9;0,85;1,53;0,85;0;0;0;0,33;0,67;0,33;327;204;327;36,33;68;36,33;;;;1000;4;7;5;0;5;0;0;4,5;5;0;0;0;5,5;0;5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;2;2;0;0;5;0,8572;275;1;2;40,74;3;;;10;7;21;17;9;5;34;6;6;2;;-1;;-1;;1;86,61;-83;-6,72;0;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Pongracic Marin;DC;10;2;;10;61,9;28,57;10;10;10;11;10;10;10;10;5,06;5,06;5,06;468,19;16;16;16;0,77;0,77;0,77;0;0;0;1;1;1;1440;1440;1440;90;90;90;;;;1000;6,5;5,5;5;4;5;4,5;4,5;5;5,5;4;4,5;6;5,5;6;4;5,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;;;;;;9;3;2;0,8516;1019;21;16;59,05;23;;;43;38;;;59;17;135;4;4;3;;;;-2;2;6;130,84;-125,87;-11,9;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Castillejo Samu;MO;9;-1;;13;9,52;4,76;13;13;9;9;13;13;9;9;5,05;0;4,98;494,09;11;0;26;0,57;0;0,74;0;0;2;0,36;0;0,5;343;0;1095;31,18;0;42,12;;548;6;1000;0;6;4,5;5;5,5;5,5;0;5;5;5;5,5;4,5;4;0;0;0;0;0;4,5;0;0;0;5;0;0;4;7;6;5;5;5;5;0;6;0;5;4,5;4;1;;;;;1;6;5;7;0,7832;289;;8;41,54;6;;;8;12;15;10;1;9;69;8;8;12;;-3;;-4;;13;76;-62,41;-4,25;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Florenzi Alessandro;DL;9;0;;9;38,1;28,57;9;9;9;9;9;9;9;9;5,04;5,04;5,08;480,14;14;13;18;0,37;0,38;0,39;0;0;0;0,57;0,62;0,5;740;737;844;52,86;56,69;46,89;;;;1000;5;4;5;5;5;5;5,5;5;5,5;5;5;5,5;5;0;5;0;5;0;0;0;0;0;0;0;5;6;0;0;5;0;0;0;0;0;0;0;0;0;4;;;;1;1;11;6;5;0,8056;682;9;10;53,13;3;;;22;15;27;25;10;7;100;11;11;4;;4;;8;;8;112,64;-112,75;-10,63;5;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
D'Ambrosio Danilo;DL;8;1;;8;23,81;23,81;8;8;8;8;8;10;8;8;5,04;5,08;5,02;426;12;6;23;1,03;0,97;0,94;0;0;0;0,75;1;0,7;817;539;1442;68,08;89,83;62,7;;;;1000;3,5;5,5;5;6,5;5;5;0;3,5;7;4,5;0;5,5;0;0;5;4,5;0;5;3;5;0;5,5;5,5;6;0;0;0;4;5;5;5;6;0;0;0;0;0;0;2;;;;;;7;5;5;0,8818;699;9;21;61,36;12;;;32;15;5;4;16;9;66;4;4;1;;1;;2;;7;122,08;-120,12;-9;0;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Andrea Carboni Andrea;DC;9;0;;;4,76;;9;9;9;9;9;9;9;9;5,04;4,9;5,04;516,67;12;5;12;0,69;1,08;0,69;0;0;0;0,67;0,8;0,67;781;367;781;65,08;73,4;65,08;;;;1000;3;5,5;5,5;5;5,5;0;5;5,5;0;5;5;5,5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,5;;;;;;8;6;2;0,8762;674;5;10;65,08;8;;;24;9;7;6;29;8;84;4;4;1;;-2;;-6;1;8;101,75;-95,58;-8,15;0;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Bove Edoardo;MD;11;2;;;4,76;;13;13;13;13;11;11;16;16;5,04;5;5,03;456,29;14;11;31;0,69;0,77;0,64;0;0;1;0,57;0,64;0,58;764;634;1709;54,57;57,64;55,13;;1709;7;1000;5;5;5;6;5;4,5;4;5,5;6;5,5;3,5;0;5,5;5;0;5;5,5;5;5;4,5;5;4,5;5,5;5;7;0;0;0;4;5;0;5;0;4,5;5;5;5;0;4,5;;;;2;;9;5;4;0,7565;439;5;13;50,88;19;;;20;21;4;3;3;7;85;8;8;10;;3;;10;1;13;108,82;-92,21;-9,53;5;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Birindelli Samuele;DL;9;-2;;;;;10;10;;;;;10;10;5,04;0;4,91;429,79;14;0;33;0,63;0;0,55;0;0;0;0,36;0;0,36;563;0;1318;40,21;0;39,94;;;;1000;0;0;4,5;5;5;5;5;5,5;5;5;5;5;5;3,5;6,5;5,5;3,5;4;5,5;5;5;5,5;5;0;5;5;0;0;5;4,5;0;4,5;5;5;5;4,5;5;4,5;2;;;;1;3;8;4;6;0,8682;392;6;6;54;7;;;15;5;16;10;13;8;62;9;9;2;;;;1;;10;77,61;-74,07;-7,28;5;Monza;Fiorentina;ven. 22/12 20:45;36,36363636;0,46642;0,45825;0,45092
Ndicka Evan;DC;9;-1;;13;80,95;47,62;12;13;16;19;12;12;12;13;5,04;5,04;5,04;535,15;13;13;13;0,97;0,97;0,97;0;0;0;1;1;1;1153;1153;1153;88,69;88,69;88,69;;;;1000;3,5;4,5;5,5;5;5;5,5;4,5;6;6;6;3;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;;;;;1;2;2;3;0,8948;927;8;12;57,53;13;;;37;21;6;6;36;12;86;1;1;;;4;;11;1;3;117,54;-109,23;-10,33;0;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Rui Patrício;G;16;1;;21;33,33;19,05;20;26;16;16;24;27;16;16;5,03;5,03;5,18;464,94;16;16;36;1,28;1,28;1,18;0;0;0;1;1;1;1440;1440;3240;90;90;90;;;;1000;4;7;5;5;6,5;5,5;5;6,5;5,5;5;2,5;5,5;6,5;4;3;4;0;0;4;0;4;6;4,5;2,5;7;6;6;6;5,5;7;4;5,5;5;6;5;6;6;4,5;4;;;;;;0;0;;;;;;;;15;15;;;;;;17;;;;;21;2;1;9;;;74,38;-60,62;-14,73;5;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Costil Benoît;G;13;6;;13;19,05;19,05;13;13;13;13;13;13;13;13;5;5;4,61;526,4;5;4;9;0,61;0,71;0,96;0;0;0;1;1;1;450;360;810;90;90;90;;;;1000;4,5;4,5;6;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2,5;5;;;;;;;0;0;;;;;;;;14;7;;;;;;10;;;;;10;-2;;-6;;;136,8;-106;-20;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Lopez Maxime;MO;9;2;;;;;18;18;12;12;11;13;18;18;5;4,9;5,04;366,22;9;5;26;0,71;0,22;0,8;0;0;0;0,44;0,2;0,65;372;137;1587;41,33;27,4;61,04;;;;1000;4,5;5;5;5;5;0;5,5;0;0;0;0;6;0;0;3,5;5,5;4,5;5;5;5;5;0;6;3;6;6;5;5,5;5,5;6,5;5;4;5;0;0;0;4;0;1;;;;;;3;1;2;0,8514;344;4;4;45,83;5;;;10;13;1;1;3;2;43;4;4;;;;;1;;1;77,28;-65;-5,86;0;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Pedro Obiang Pedro;MD;1;0;;1;4,76;4,76;1;1;1;1;;;6;6;5;0;5,04;451;1;0;13;0;0;0,48;0;0;0;0;0;0,69;9;0;736;9;0;56,62;;;;1000;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5,5;0;0;0;4,5;0;0;0;0;0;0;5;4,5;4,5;5;4,5;6;5,5;5,5;5;5;;;;;;;0;0;;0,875;8;;;;;;;;2;;;;;1;;;;;;;;;;18;-5,5;0,7;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Domingos Quina;MO;1;-2;;;;;7;7;;;5;5;7;7;5;0;4,5;222;2;0;3;0;0;0,87;0;0;0;0;0;0;12;0;18;6;0;6;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,5;2;;1;100;;;;;1;;;;;;;;;;;;;;;9;;0,7;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Mina Yerry;DC;7;1;;;9,52;;7;7;12;14;7;7;7;7;5;5;5,39;506,33;3;1;9;0;0;0,93;0;0;2;0;0;0,67;7;5;533;2,33;5;59,22;;267;6;1000;5;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;6;7;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0;0;0;6;;;;;;;0;0;;1;6;;;100;;;;;;;;1;;;;;;;1;;1;;;6,17;;0,57;0;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
