Joueur;Poste;Cote;Var cote;Cote prédite;Enchère moy;% achat;% achat tour 1;Q2 Toutes tailles;Q3 Toutes tailles;Q2 à 6 joueurs;Q3 à 6 joueurs;Q2 à 8 joueurs;Q3 à 8 joueurs;Q2 à 10 joueurs;Q3 à 10 joueurs;Note;Note série;Note 1 an;Note M11;Nb match;Nb match série;Nb match 1 an;Variation;Var série;Var 1 an;But;Buts série;Buts 1 an;%Titu;%Titu série;%Titu 1 an;Temps;Tps série;Tps 1 an;Tps moy;Tps moy série;Tps moy 1 an;Min/But;Min/But 1 an;Min note/but;Prix/but;j16;j15;j14;j13;j12;j11;j10;j9;j8;j7;j6;j5;j4;j3;j2;j1;j38;j37;j36;j35;j34;j33;j32;j31;j30;j29;j28;j27;j26;j25;j24;j23;j22;j21;j20;j19;j18;j17;Cleansheet;But/Peno;But/Coup-franc;But/surface;Pass decis.;Occas° créée;Tirs;Tirs cadrés;Corner gagné;%Passes;Ballons;Interceptions;Tacles;%Duel;Fautes;But évité;Action stoppée;Poss Def;Poss Mil;Centres;Centres ratés;Dégagements;But concédé;Ballon perdu;Passe>Tir;Passe perfo;Dépossédé;Plonge&stop;Nb matchs gagnés;Erreur>But;Diff de buts;Grosse occas manquée;Balle non rattrapée;Bonus moy;Malus moy;Index MPGStats;DMI;Club;Prochain opposant;Date;Victoire probable;%Win+12J;%Win+16J;%Win+20J
Corfitzen Jeppe;MO;1;0;;1;4,76;4,76;1;1;1;1;;;3;3;4,5;0;4,5;440;1;0;1;0;0;0;0;0;0;0;0;0;8;0;8;8;0;8;;;;1000;0;0;0;0;0;0;0;0;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,6667;6;;;50;;;;;;;;;1;2;;;;;-1;;-4;;1;2;-5,2;-0,5;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Vivaldo Semedo;A;1;0;;1;9,52;4,76;1;1;1;1;;;5;5;4,5;0;4,42;452;1;0;6;0;0;0,2;0;0;0;0;0;0;11;0;41;11;0;6,83;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0;0;4,5;0;4,5;4,5;0;0;4,5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;;;;;;;0;0;;;6;;;50;1;;;;1;;;;;4;;;2;;;;;;1;16;-14,4;-1,1;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Missori Filippo;DL;1;0;;1;9,52;9,52;1;1;1;1;1;1;2;2;4,5;0;4,5;0;1;0;4;0;0;0,71;0;0;0;0;0;0,5;45;0;226;45;0;56,5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0;3,5;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;2;2;;0,7143;36;2;1;75;;;;;1;2;1;;2;6;1;1;;;-1;;-2;;;91;-159,5;-20,4;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Mulattieri Samuele;A;7;-1;;;4,76;;16;16;10;10;13;14;16;16;4,5;5;4,5;384,09;11;2;11;0,59;1,41;0,59;0;0;0;0;0;0;129;28;129;11,73;14;11,73;;;;1000;6;4;0;4,5;4;4,5;0;4,5;0;4,5;0;0;5;4,5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;6;2;;0,6461;81;;1;47,06;3;;;1;4;;;1;6;28;1;1;2;;-5;;-8;1;9;22,92;-12,69;-0,62;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Legowski Mateusz;MD;9;0;;;;;9;9;;;;;9;9;4,5;4,55;4,5;392,8;15;10;15;0,42;0,28;0,42;0;0;0;0,4;0,4;0,4;588;422;588;39,2;42,2;39,2;;;;1000;4,5;4,5;4,5;4,5;4,5;4;5;5;4,5;4,5;0;5;3,5;4;5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;3;1;;0,7995;331;2;6;44,59;11;;;19;17;5;4;8;17;77;4;4;5;;-8;;-21;;13;61,87;-86,63;-8,45;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Pellegrino Marco;DC;3;0;;3;4,76;4,76;3;3;3;3;;;4;4;4,5;0;4,5;525;1;0;1;0;0;0;0;0;0;0;0;0;68;0;68;68;0;68;;;;1000;0;0;0;0;0;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;1;;0,8958;55;1;1;33,33;;;;2;3;;;2;2;6;;;;;;;;;;103,5;-164;-28,4;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Success Isaac;A;8;0;;;23,81;;8;8;12;12;8;8;8;8;4,46;4,5;4,67;398,93;14;1;29;0,77;0;0,94;0;0;1;0,5;0;0,69;636;1;1697;45,43;1;58,52;;1697;6;1000;4,5;0;4,5;4,5;2,5;5;4,5;4;5;4,5;6;4,5;0;5;4;4;0;0;0;0;0;0;0;6;3,5;5;0;7;5;4;6;5;4;3,5;5;5;6;3,5;3;;;;1;3;12;6;4;0,638;275;1;4;43,55;20;;;3;15;2;2;8;9;110;7;7;21;;-3;;-9;5;25;46,36;-44,95;-1,98;3,5;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Arnautovic Marko;A;8;-2;;20;33,33;4,76;20;20;32;38;20;20;13;13;4,45;4,3;4,69;376,9;10;5;18;0,6;0,27;0,84;0;0;2;0;0;0,28;170;71;604;17;14,2;33,56;;302;6;1000;4,5;4;4;4,5;4,5;0;0;0;0;0;0;4;4;4,5;4,5;6;6;4,5;7;4,5;5;0;0;0;0;0;0;5;0;0;0;0;4;0;0;0;0;0;;;;;1;1;2;2;1;0,7752;105;3;1;35;4;;;;5;;;1;;34;5;5;5;;9;;24;;9;17,63;-10,31;-0,8;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Martín Aarón;DL;5;-2;;;;;10;10;7;7;10;10;8;8;4,43;0;4,43;329,29;7;0;7;1,02;0;1,02;0;0;0;0,71;0;0,71;348;0;348;49,71;0;49,71;;;;1000;0;0;0;0;0;5;5,5;0;0;0;0;3;4,5;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;0;0;4;0,7912;170;4;2;46,67;7;;;12;7;15;13;2;8;37;4;4;1;;-2;;-4;;1;73,79;-143,36;-14,34;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Mboula Jordi;MO;6;3;;6;4,76;4,76;6;6;6;6;8;8;6;6;4,42;4,5;4,42;304,33;6;2;6;0,38;0;0,38;0;0;0;0,5;0;0,5;197;20;197;32,83;10;32,83;;;;1000;4,5;4,5;0;4,5;0;0;0;0;0;0;0;0;0;4;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;3;0;1;0,7463;63;1;2;30;4;;;1;3;3;3;;2;21;1;1;4;;;;-1;;5;28,12;-29,65;-1,93;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Hefti Silvan;DL;5;2;;5;4,76;4,76;5;5;5;5;7;7;8;8;4,42;0;4,42;321,67;6;0;6;0,74;0;0,74;0;0;0;0,17;0;0,17;111;0;111;18,5;0;18,5;;;;1000;0;5;0;5;0;0;0;0;0;0;0;4,5;0;4,5;4,5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;1;0,7148;53;;1;52,94;2;;;2;1;2;2;1;8;15;;;;;-4;;-6;;1;18;-85,58;-12,88;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Yildiz Kenan;A;7;-1;;;;;7;7;7;7;;;7;7;4,42;4,5;4,42;301,5;6;1;6;0,38;0;0,38;0;0;0;0;0;0;37;2;37;6,17;2;6,17;;;;1000;4,5;0;0;0;0;0;4;0;4,5;4;0;0;0;0;4,5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0;;0,6556;32;;1;64,71;;;;2;2;;;;;9;1;1;1;;3;;6;1;3;12,07;-9,37;-0,3;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
Lovato Matteo;DC;7;-1;;;;;9;9;;;8;8;9;9;4,4;0;4,54;391,1;10;0;25;0,77;0;0,8;0;0;0;0,9;0;0,6;769;0;1436;76,9;0;57,44;;;;1000;0;4;0;5,5;0;0;5;0;0;3;4,5;5;3,5;4;5;4,5;0;0;5;5,5;3;4,5;5;5,5;4,5;0;0;0;4,5;0;5,5;5;0;5,5;5;4;3;0;;;;;;;0;0;;0,7766;400;13;10;57,81;5;;;23;13;1;;31;15;71;3;3;2;;-5;1;-11;;5;93,7;-166,25;-17,51;4,25;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Hien Isak;DC;7;-1;;;;;7;7;;;9;9;7;7;4,38;3;4,79;430,63;8;1;28;0,95;0;0,93;0;0;0;0,88;1;0,96;684;90;2411;85,5;90;86,11;;;;1000;3;0;0;4;5;3;0;0;0;0;5;4,5;5,5;0;5;0;5;5,5;4;6;6;3;5,5;5,5;6;4,5;0;0;0;4,5;3,5;4;5;4,5;4,5;6;5;6;0,5;;;;;;3;1;;0,8074;382;4;8;45,57;10;;;36;24;;;26;10;64;;;7;;-4;1;-5;;4;128,03;-190,94;-16,27;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Petagna Andrea;A;9;0;;;23,81;;9;9;22;28;9;9;9;9;4,36;4,67;4,8;458,91;11;6;32;0,71;0,68;0,98;0;0;3;0,73;0,67;0,66;550;284;1685;50;47,33;52,66;;562;6;1000;3,5;4,5;5;5;4,5;5,5;0;0;4;3;4,5;4,5;0;4;0;0;6;4;4,5;6,5;6;0;4;4;0;3,5;4;6;5;6;4,5;5;5;7,5;4,5;5;6;4,5;;;;;1;;11;9;1;0,6459;194;;;40,91;10;;;3;4;2;2;3;11;67;7;7;12;;-6;;-12;;14;37,24;-39,71;-0,88;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Destro Mattia;A;6;2;;6;4,76;4,76;6;6;6;6;;;6;6;4,36;4,5;4,43;444,86;7;1;14;0,38;0;0,33;0;0;0;0,14;0;0,07;173;29;280;24,71;29;20;;;;1000;4,5;0;0;5;0;0;0;4;0;4;0;4,5;4,5;4;0;0;4,5;4,5;0;4,5;4;4,5;0;5;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;1;4;1;;0,7054;59;2;;54,55;2;;;1;3;;;1;6;17;2;2;1;;-5;;-13;2;5;16,99;-18,17;-0,57;4,5;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Botheim Erik;A;3;-3;;6;4,76;4,76;6;6;6;6;8;8;7;7;4,36;0;4,6;315,57;7;0;21;0,38;0;0,66;0;0;0;0,57;0;0,48;316;0;846;45,14;0;40,29;;;;1000;0;0;0;0;0;4,5;0;0;0;0;4;4,5;4,5;4;5;4;4,5;4,5;4;5;4,5;5,5;4,5;7;4,5;4,5;0;4,5;0;0;4,5;4,5;0;0;0;0;0;4;;;;;;;1;1;;0,6655;97;;;42,11;2;;;1;5;1;1;2;7;21;;;;;-4;;-8;;3;21,21;-24,17;-1,03;0;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Mazzocchi Pasquale;DL;8;-1;;;9,52;;9;9;13;13;9;9;9;9;4,34;4,34;4,54;430;16;16;28;0,77;0,77;0,76;0;0;0;0,88;0,88;0,79;1108;1108;1868;69,25;69,25;66,71;;;;1000;4;3,5;3,5;5,5;6;4,5;4;4,5;4;4;4,5;5;3;5;4,5;4;4;5,5;5;5;5;3;5;5,5;0;0;0;5;5;5;4,5;0;0;0;0;0;0;0;1;;;;1;2;5;0;6;0,7258;730;5;18;39,23;20;;;45;19;39;28;22;25;187;13;13;11;;-9;;-22;;28;118,91;-199,28;-24,47;5;Salernitana;Milan;ven. 22/12 20:45;13,24503311;0,31064;0,31557;0,3061
Zerbin Alessio;MO;5;1;;5;4,76;4,76;5;5;5;5;;;5;5;4,33;0;4,56;457,67;3;0;9;0,29;0;0,3;0;0;0;0;0;0,22;10;0;151;3,33;0;16,78;;;;1000;0;0;4,5;0;0;0;0;4,5;0;0;0;0;4;0;0;0;0;5;0;4,5;4,5;0;0;0;0;4,5;0;0;4,5;0;0;5;0;0;0;0;0;0;;;;;;;1;1;;0,6667;18;;1;42,86;1;;;;1;2;2;;;3;;;;;;;-1;;2;13,6;-11,07;-0,3;0;Napoli;Roma;sam. 23/12 20:45;40,16064257;0,70781;0,6883;0,69322
Kvernadze Giorgi;A;3;2;;3;4,76;4,76;3;3;3;3;;;5;5;4,33;4,5;4,33;308;3;1;3;0,29;0;0,29;0;0;0;0;0;0;37;1;37;12,33;1;12,33;;;;1000;4,5;0;0;0;0;0;0;0;0;0;0;4,5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,8667;30;1;;40;2;;;2;;;;;1;9;;;1;;-2;;-3;;3;9,7;-11,9;-0,87;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Karamoh Yann;A;4;-1;;5;4,76;4,76;5;5;5;5;10;10;8;8;4,31;0;4,91;346;8;0;23;0,37;0;1,02;0;0;4;0,13;0;0,35;148;0;732;18,5;0;31,83;;183;6,5;1000;0;4,5;4;4;0;0;0;0;0;4;0;4,5;4,5;0;4;5;5;6,5;4,5;7;4;0;4,5;4,5;4,5;4,5;0;0;0;7;6,5;5;4;6,5;0;0;4,5;0;;;;;;;2;1;3;0,7125;110;;;37,5;2;;;3;7;5;5;1;1;43;1;1;5;;;;1;;10;23,33;-23,62;-1,65;6,5;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Pellegri Pietro;A;6;-1;;;;;8;8;6;6;6;6;8;8;4,27;4,5;4,36;367,73;11;1;18;0,47;0;0,56;0;0;1;0,18;0;0,11;298;1;388;27,09;1;21,56;;388;6;1000;4,5;0;0;4;0;0;5;3,5;4,5;0;4,5;4,5;4,5;4;3,5;4,5;4,5;0;4;4;0;6;4;0;0;4,5;4,5;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;5;3;1;0,5558;101;;1;40,35;5;;;3;4;;;3;5;39;1;1;8;;-1;;-6;;13;19,01;-25,98;-0,92;0;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Cragno Alessio;G;7;0;;7;23,81;14,29;7;7;7;7;7;7;7;7;4,25;0;3,83;529,5;2;0;3;0,35;0;0,76;0;0;0;1;0;1;180;0;270;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;4,5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;3;;;;;;;5;;;;;2;;;;;;82;-125;-52,45;0;Sassuolo;Genoa;ven. 22/12 18:30;45,66210046;0,39764;0,40332;0,40058
Cruz Juan Manuel;A;1;0;;1;14,29;9,52;1;1;1;1;;;1;1;4,25;0;4,25;444,5;2;0;2;0,35;0;0,35;0;0;0;0,5;0;0,5;85;0;85;42,5;0;42,5;;;;1000;0;0;0;0;4,5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,6072;22;1;1;50;1;;;;;;;;;9;;;;;-1;;-1;;2;9,35;-10,3;-1;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
Puscas George;A;6;0;;;;;6;6;;;;;6;6;4,19;0;4,19;435,88;8;0;8;0,37;0;0,37;0;0;0;0,13;0;0,13;185;0;185;23,13;0;23,13;;;;1000;0;0;4,5;3,5;4,5;4;0;4;4,5;4;0;4,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;11;6;1;0,4481;98;;;39,39;1;;;;7;;;1;5;45;1;1;6;;-4;;-5;5;10;21,9;-32,82;-1,75;0;Genoa;Sassuolo;ven. 22/12 18:30;31,25;0,35721;0,363;0,36619
Wieteska Mateusz;DC;4;-3;;;;;9;9;13;13;14;14;9;9;4,1;0;4,72;485,2;5;0;27;1,34;0;1,08;0;0;1;1;0;1;404;0;2348;80,8;0;86,96;;2348;4,5;1000;0;0;0;0;0;0;0;0;3;3;3,5;0;6;5;0;0;6;6;4;0;0;6;5;5,5;6;6;4;2,5;0;5;3,5;4;4;5,5;5,5;5,5;5;5,5;0,5;;;;1;1;1;0;1;0,8283;263;5;7;56,41;7;;;18;8;1;1;15;11;45;3;3;1;;-4;;-9;;3;132,4;-228;-31,8;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Perisan Samuele;G;3;0;;;;;3;3;14;16;13;13;3;3;4;0;5;0;1;0;8;0;0;1,31;0;0;0;1;0;1;90;0;720;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;6;7;6;5;5;4;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;1;2;;;;;;2;;;;;;-1;;-2;;;55;-120;-47,6;0;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Aké Marley;MO;1;-2;;3;4,76;4,76;3;3;3;3;1;1;1;1;4;0;5,2;438;1;0;15;0;0;0,98;0;0;3;0;0;0,13;9;0;522;9;0;34,8;;174;6;1000;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4,5;7;7;6;5,5;6,5;5;4,5;0;0;4,5;5;4,5;0;4,5;5;4,5;0;0;0;0;0;;;;;;;0;0;;;1;;;;;;;;;;;;;1;;;;;;;;;1;;-5,4;-0,7;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Caprile Elia;G;7;0;;20;14,29;4,76;20;20;7;7;20;20;7;7;4;0;4;0;1;0;1;0;0;0;0;0;0;1;0;1;90;0;90;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;2;1;;;;;;1;;;;;1;-1;1;-1;;;87;-170;-10,9;0;Empoli;Lazio;ven. 22/12 18:30;24,69135802;0,38651;0,36749;0,35526
Traorè Chaka;A;3;2;;3;9,52;4,76;3;3;3;3;;;3;3;4;0;4;470;1;0;1;0;0;0;0;0;0;0;0;0;12;0;12;12;0;12;;;;1000;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;0,5;7;;1;25;;;;;;;;;1;3;;;1;;1;;2;;;4,8;-13;-1,5;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Oliver Christensen;G;7;0;;7;14,29;4,76;7;7;7;7;7;7;7;7;4;0;4;258,5;2;0;2;0;0;0;0;0;0;1;0;1;180;0;180;90;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;3;4;;;;;;5;;;;;4;-1;;-4;;;95,5;-180;-52,45;0;Fiorentina;Monza;ven. 22/12 20:45;39,5256917;0,57988;0,55619;0,58292
Camarda Francesco;A;2;0;;;;;;;;;;;;;4;0;4;460,5;2;0;2;0;0;0;0;0;0;0;0;0;12;0;12;6;0;6;;;;1000;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;2;;;;;;;1;;;;;;2;;;;;2;;3;;1;1,5;-8,4;-0,8;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Gemello Luca;G;7;0;;7;14,29;9,52;7;7;8;8;7;7;7;7;3,5;0;3,5;497;1;0;1;0;0;0;0;0;0;1;0;1;90;0;90;90;0;90;;;;1000;0;0;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;;;;;;;;2;;;;;;-1;;-2;;;10;-130;-62,4;0;Torino;Udinese;sam. 23/12 15:00;57,14285714;0,5094;0,51369;0,50751
Soumaoro Adama;DC;1;0;;1;4,76;4,76;1;1;1;1;1;1;1;1;0;0;5,42;0;0;0;13;0;0;0,57;0;0;0;0;0;1;0;0;1087;0;0;83,62;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;5;5,5;6;6;5;5,5;0;0;0;0;0;6;5,5;5,5;4;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;Bologna;Atalanta;sam. 23/12 15:00;37,31343284;0,55454;0,58755;0,5726
Abraham Tammy;A;1;0;;1;42,86;19,05;1;1;4;4;1;2;1;1;0;0;5;0;0;0;23;0;0;0,89;0;0;5;0;0;0,52;0;0;1145;0;0;49,78;;229;6;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;4;5;5;4,5;5,5;6;4;6;4,5;4;4,5;4;4;4,5;5;6;6;4;6;7;6;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Deulofeu Gerard;A;1;0;;1;33,33;9,52;1;1;1;1;1;1;2;2;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;0;0;12;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Basic Toma;MD;1;0;;;;;1;1;9;9;7;7;1;1;0;0;5,11;0;0;0;14;0;0;0,49;0;0;1;0;0;0,07;0;0;225;0;0;16,07;;225;6,5;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5,5;4,5;6,5;0;0;0;5;5,5;4,5;5;0;5;5;0;0;0;5;0;5;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;Lazio;Empoli;ven. 22/12 18:30;52,08333333;0,58021;0,57897;0,60061
Rog Marko;MO;1;0;;;;;1;1;7;7;7;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Cagliari;Verona;sam. 23/12 18:00;33,44481605;0,37572;0,35633;0,34769
Davis Keinan;A;1;-2;;5;9,52;9,52;4;5;3;3;;;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Udinese;Torino;sam. 23/12 15:00;20,92050209;0,38961;0,37679;0,3837
Kalaj Sergio;DC;1;-2;;3;4,76;4,76;3;3;3;3;;;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Frosinone;Juventus;sam. 23/12 12:30;18,69158879;0,35356;0,34762;0,3572
Kumbulla Marash;DC;1;0;;;;;1;1;1;1;1;1;1;1;0;0;4,5;0;0;0;4;0;0;1,73;0;0;0;0;0;1;0;0;218;0;0;54,5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;5;0;0;0;0;0;6;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Roma;Napoli;sam. 23/12 20:45;34,36426117;0,55312;0,57623;0,55032
Brancolini Federico;G;7;0;;7;23,81;19,05;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Lecce;Inter;sam. 23/12 18:00;7,843137255;0,35205;0,36591;0,38957
Audero Emil;G;7;0;;8;42,86;33,33;7;8;7;7;7;8;8;8;0;0;6,05;0;0;0;10;0;0;1,07;0;0;0;0;0;1;0;0;900;0;0;90;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;5;7;6;4,5;6;6;8;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Inter;Lecce;sam. 23/12 18:00;83,33333333;0,8056;0,8074;0,80436
Caldara Mattia;DC;1;0;;;;;1;1;3;3;1;1;3;3;0;0;5;0;0;0;11;0;0;0,84;0;0;0;0;0;0,64;0;0;653;0;0;59,36;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;5;6;0;5;5,5;0;3,5;4;4;5,5;5,5;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Milan;Salernitana;ven. 22/12 20:45;72,46376812;0,69264;0,70327;0,68436
Günter Koray;DC;1;0;;;;;3;3;13;13;;;3;3;0;0;4,5;0;0;0;10;0;0;1,25;0;0;0;0;0;0,8;0;0;775;0;0;77,5;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;0;2;6;4,5;4,5;3;4,5;0;0;0;5,5;4;5,5;0;0;0;0;0;0;0;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Verona;Cagliari;sam. 23/12 18:00;42,55319149;0,36148;0,36176;0,3563
De Sciglio Mattia;DL;1;0;;;;;1;1;1;1;1;1;1;1;0;0;4,94;0;0;0;9;0;0;0,53;0;0;0;0;0;0,78;0;0;587;0;0;65,22;;;;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;6;4,5;0;5;5;5;5;4;0;0;0;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Juventus;Frosinone;sam. 23/12 12:30;61,72839506;0,70175;0,69746;0,69717
